Date,FB,MEDIA,DIF CUADR,Ren Abs,Ren S,Ren Continua,,AAPL,MEDIA,DIF CUADR,Ren Abs,Ren S,Ren Continua
2/22/2021,257.619995,157.0773748,10108.81848,-3.940003,-1.51%,-1.52%,,120.873283,49.9323659,5032.613718,-8.582543,-6.63%,-6.86%
3/1/2021,264.279999,157.0773748,11492.40263,6.660004,2.59%,2.55%,,121.032768,49.9323659,5055.267178,0.159485,0.13%,0.13%
3/8/2021,268.399994,157.0773748,12392.72554,4.119995,1.56%,1.55%,,120.644012,49.9323659,5000.136894,-0.388756,-0.32%,-0.32%
3/15/2021,290.109985,157.0773748,17697.67538,21.709991,8.09%,7.78%,,119.60733,49.9323659,4854.600622,-1.036682,-0.86%,-0.86%
3/22/2021,283.019989,157.0773748,15861.54207,-7.089996,-2.44%,-2.47%,,120.823441,49.9323659,5025.544528,1.216111,1.02%,1.01%
3/29/2021,298.660004,157.0773748,20045.64089,15.640015,5.53%,5.38%,,122.607727,49.9323659,5281.70811,1.784286,1.48%,1.47%
4/5/2021,312.459991,157.0773748,24143.75742,13.799987,4.62%,4.52%,,132.575836,49.9323659,6829.943149,9.968109,8.13%,7.82%
4/12/2021,306.179993,157.0773748,22231.59075,-6.279998,-2.01%,-2.03%,,133.732147,49.9323659,7022.403312,1.156311,0.87%,0.87%
4/19/2021,301.130005,157.0773748,20751.16027,-5.049988,-1.65%,-1.66%,,133.891632,49.9323659,7049.158363,0.159485,0.12%,0.12%
4/26/2021,325.079987,157.0773748,28224.8777,23.949982,7.95%,7.65%,,131.040756,49.9323659,6578.570944,-2.850876,-2.13%,-2.15%
5/3/2021,319.079987,157.0773748,26244.84636,-6.000000,-1.85%,-1.86%,,129.794739,49.9323659,6377.998636,-1.246017,-0.95%,-0.96%
5/10/2021,315.940002,157.0773748,25237.33432,-3.139985,-0.98%,-0.99%,,127.259331,49.9323659,5979.459531,-2.535408,-1.95%,-1.97%
5/17/2021,316.230011,157.0773748,25329.56161,0.290009,0.09%,0.09%,,125.242355,49.9323659,5671.594458,-2.016976,-1.58%,-1.60%
5/24/2021,328.730011,157.0773748,29464.62751,12.500000,3.95%,3.88%,,124.423584,49.9323659,5548.941573,-0.818771,-0.65%,-0.66%
5/31/2021,330.350006,157.0773748,30023.40472,1.619995,0.49%,0.49%,,125.701668,49.9323659,5740.98714,1.278084,1.03%,1.02%
6/7/2021,331.26001,157.0773748,30339.5904,0.910004,0.28%,0.28%,,127.159477,49.9323659,5964.026688,1.457809,1.16%,1.15%
6/14/2021,329.660004,157.0773748,29784.7639,-1.600006,-0.48%,-0.48%,,130.264832,49.9323659,6453.305109,3.105355,2.44%,2.41%
6/21/2021,341.369995,157.0773748,33963.76986,11.709991,3.55%,3.49%,,132.910873,49.9323659,6885.43264,2.646041,2.03%,2.01%
6/28/2021,354.700012,157.0773748,39054.70673,13.330017,3.90%,3.83%,,139.750626,49.9323659,8067.319847,6.839753,5.15%,5.02%
7/5/2021,350.420013,157.0773748,37381.37574,-4.279999,-1.21%,-1.21%,,144.892914,49.9323659,9017.505695,5.142288,3.68%,3.61%
7/12/2021,341.160004,157.0773748,33886.41437,-9.260009,-2.64%,-2.68%,,146.17099,49.9323659,9261.872768,1.278076,0.88%,0.88%
7/19/2021,369.790009,157.0773748,45246.66475,28.630005,8.39%,8.06%,,148.337753,49.9323659,9683.620209,2.166763,1.48%,1.47%
7/26/2021,356.299988,157.0773748,39689.64961,-13.490021,-3.65%,-3.72%,,145.641785,49.9323659,9160.292904,-2.695968,-1.82%,-1.83%
8/2/2021,363.51001,157.0773748,42614.43287,7.210022,2.02%,2.00%,,145.921371,49.9323659,9213.889099,0.279586,0.19%,0.19%
8/9/2021,363.179993,157.0773748,42478.28923,-0.330017,-0.09%,-0.09%,,149.100006,49.9323659,9834.220842,3.178635,2.18%,2.15%
8/16/2021,359.369995,157.0773748,40922.30419,-3.809998,-1.05%,-1.05%,,148.190002,49.9323659,9654.563051,-0.910004,-0.61%,-0.61%
8/23/2021,372.630005,157.0773748,46462.93638,13.260010,3.69%,3.62%,,148.600006,49.9323659,9735.303202,0.410004,0.28%,0.28%
8/30/2021,376.26001,157.0773748,48041.02757,3.630005,0.97%,0.97%,,154.300003,49.9323659,10892.60367,5.699997,3.84%,3.76%
9/6/2021,378.690002,157.0773748,49112.15653,2.429992,0.65%,0.64%,,148.970001,49.9323659,9808.453165,-5.330002,-3.45%,-3.52%
9/10/2021,378.690002,157.0773748,49112.15653,0.000000,0.00%,0.00%,,148.970001,49.9323659,9808.453165,0.000000,0.00%,0.00%
,,,,,,,,,,,,,
,,419,2430345.054,5800.34619,,,,,419,540480.1798,1289.92883,,
,,,,Varianza,,,,,,,Varianza,,
,,,,Hay que estandarizar los precios,,,,,,,,,
