Date,FB,MEDIA,DIF CUADR,Ren Abs,Ren S,Ren Continua,,AAPL,MEDIA,DIF CUADR,Ren Abs,Ren S,Ren Continua
7/24/2017,172.449997,157.0773748,236.3175132,8.020004,4.88%,4.76%,,35.53056,49.9323659,207.4120133,-0.182994,-0.51%,-0.51%
7/31/2017,169.619995,157.0773748,157.3173214,-2.830002,-1.64%,-1.65%,,37.168053,49.9323659,162.9276839,1.637493,4.61%,4.51%
8/7/2017,168.080002,157.0773748,121.0578052,-1.539993,-0.91%,-0.91%,,37.427109,49.9323659,156.3814502,0.259056,0.70%,0.69%
8/14/2017,167.410004,157.0773748,106.7632261,-0.669998,-0.40%,-0.40%,,37.578846,49.9323659,152.609454,0.151737,0.41%,0.40%
8/21/2017,166.320007,157.0773748,85.42624991,-1.089997,-0.65%,-0.65%,,38.141937,49.9323659,139.0142138,0.563091,1.50%,1.49%
8/28/2017,172.020004,157.0773748,223.2821673,5.699997,3.43%,3.37%,,39.141655,49.9323659,116.4394418,0.999718,2.62%,2.59%
9/4/2017,170.949997,157.0773748,192.4496466,-1.070007,-0.62%,-0.62%,,37.848465,49.9323659,146.0206611,-1.293190,-3.30%,-3.36%
9/11/2017,171.639999,157.0773748,212.0700235,0.690002,0.40%,0.40%,,38.146713,49.9323659,138.9016144,0.298248,0.79%,0.78%
9/18/2017,170.539993,157.0773748,181.2420887,-1.100006,-0.64%,-0.64%,,36.240326,49.9323659,187.4719567,-1.906387,-5.00%,-5.13%
9/25/2017,170.869995,157.0773748,190.2363719,0.330002,0.19%,0.19%,,36.772392,49.9323659,173.1849132,0.532066,1.47%,1.46%
10/2/2017,172.229996,157.0773748,229.6019291,1.360001,0.80%,0.79%,,37.053932,49.9323659,165.8540598,0.281540,0.77%,0.76%
10/9/2017,173.740005,157.0773748,277.643245,1.510009,0.88%,0.87%,,37.457169,49.9323659,155.6305378,0.403237,1.09%,1.08%
10/16/2017,174.979996,157.0773748,320.5038457,1.239991,0.71%,0.71%,,37.280605,49.9323659,160.067054,-0.176564,-0.47%,-0.47%
10/23/2017,177.880005,157.0773748,432.7494231,2.900009,1.66%,1.64%,,38.903057,49.9323659,121.6456549,1.622452,4.35%,4.26%
10/30/2017,178.919998,157.0773748,477.1001881,1.039993,0.58%,0.58%,,41.157791,49.9323659,76.99316476,2.254734,5.80%,5.63%
11/6/2017,178.460007,157.0773748,457.2169596,-0.459991,-0.26%,-0.26%,,41.675541,49.9323659,68.1751575,0.517750,1.26%,1.25%
11/13/2017,179,157.0773748,480.6014955,0.539993,0.30%,0.30%,,40.743034,49.9323659,84.44382085,-0.932507,-2.24%,-2.26%
11/20/2017,182.779999,157.0773748,660.6248905,3.779999,2.11%,2.09%,,41.897202,49.9323659,64.56385897,1.154168,2.83%,2.79%
11/27/2017,175.100006,157.0773748,324.8152352,-7.679993,-4.20%,-4.29%,,40.958542,49.9323659,80.52951547,-0.938660,-2.24%,-2.27%
12/4/2017,179,157.0773748,480.6014955,3.899994,2.23%,2.20%,,40.556255,49.9323659,87.91145569,-0.402287,-0.98%,-0.99%
12/11/2017,180.179993,157.0773748,533.7309675,1.179993,0.66%,0.66%,,41.657742,49.9323659,68.46940076,1.101487,2.72%,2.68%
12/18/2017,177.199997,157.0773748,404.919924,-2.979996,-1.65%,-1.67%,,41.906773,49.9323659,64.41014147,0.249031,0.60%,0.60%
12/25/2017,176.460007,157.0773748,375.6864308,-0.739990,-0.42%,-0.42%,,40.522732,49.9323659,88.54121022,-1.384041,-3.30%,-3.36%
1/1/2018,186.850006,157.0773748,886.4095683,10.389999,5.89%,5.72%,,41.904385,49.9323659,64.4484774,1.381653,3.41%,3.35%
1/8/2018,179.369995,157.0773748,496.9609152,-7.480011,-4.00%,-4.09%,,42.404835,49.9323659,56.66372152,0.500450,1.19%,1.19%
1/15/2018,181.289993,157.0773748,586.2508799,1.919998,1.07%,1.06%,,42.732887,49.9323659,51.8324965,0.328052,0.77%,0.77%
1/22/2018,190,157.0773748,1083.89925,8.710007,4.80%,4.69%,,41.068687,49.9323659,78.56480372,-1.664200,-3.89%,-3.97%
1/29/2018,190.279999,157.0773748,1102.414253,0.279999,0.15%,0.15%,,38.432304,49.9323659,132.2514238,-2.636383,-6.42%,-6.63%
2/5/2018,176.110001,157.0773748,362.2408599,-14.169998,-7.45%,-7.74%,,37.452938,49.9323659,155.7361208,-0.979366,-2.55%,-2.58%
2/12/2018,177.360001,157.0773748,411.3849254,1.250000,0.71%,0.71%,,41.457321,49.9323659,71.82638613,4.004383,10.69%,10.16%
2/19/2018,183.289993,157.0773748,687.1013527,5.929992,3.34%,3.29%,,42.19545,49.9323659,59.85986771,0.738129,1.78%,1.76%
2/26/2018,176.619995,157.0773748,381.9140041,-6.669998,-3.64%,-3.71%,,42.36615,49.9323659,57.24762311,0.170700,0.40%,0.40%
3/5/2018,185.229996,157.0773748,792.5700802,8.610001,4.87%,4.76%,,43.272568,49.9323659,44.35290813,0.906418,2.14%,2.12%
3/12/2018,185.089996,157.0773748,784.7069463,-0.140000,-0.08%,-0.08%,,42.801327,49.9323659,50.85171586,-0.471241,-1.09%,-1.09%
3/19/2018,159.389999,157.0773748,5.348230671,-25.699997,-13.89%,-14.95%,,39.656502,49.9323659,105.593379,-3.144825,-7.35%,-7.63%
3/26/2018,159.789993,157.0773748,7.358297476,0.399994,0.25%,0.25%,,40.339329,49.9323659,92.02635705,0.682827,1.72%,1.71%
4/2/2018,157.199997,157.0773748,0.015036203,-2.589996,-1.62%,-1.63%,,40.483589,49.9323659,89.27938499,0.144260,0.36%,0.36%
4/9/2018,164.520004,157.0773748,55.39272934,7.320007,4.66%,4.55%,,42.010315,49.9323659,62.75889053,1.526726,3.77%,3.70%
4/16/2018,166.279999,157.0773748,84.68829209,1.759995,1.07%,1.06%,,39.844044,49.9323659,101.7742388,-2.166271,-5.16%,-5.29%
4/23/2018,173.589996,157.0773748,272.6666588,7.309997,4.40%,4.30%,,39.026585,49.9323659,118.9360571,-0.817459,-2.05%,-2.07%
4/30/2018,176.610001,157.0773748,381.5234861,3.020005,1.74%,1.72%,,44.198219,49.9323659,32.88044072,5.171634,13.25%,12.44%
5/7/2018,186.990005,157.0773748,894.7654452,10.380004,5.88%,5.71%,,45.34267,49.9323659,21.0653085,1.144451,2.59%,2.56%
5/14/2018,182.679993,157.0773748,655.4940585,-4.310012,-2.30%,-2.33%,,44.967224,49.9323659,24.65263413,-0.375446,-0.83%,-0.83%
5/21/2018,184.919998,157.0773748,775.2116664,2.240005,1.23%,1.22%,,45.515106,49.9323659,19.51218506,0.547882,1.22%,1.21%
5/28/2018,193.990005,157.0773748,1362.542268,9.070007,4.90%,4.79%,,45.915764,49.9323659,16.13309086,0.400658,0.88%,0.88%
6/4/2018,189.100006,157.0773748,1025.448909,-4.889999,-2.52%,-2.55%,,46.268139,49.9323659,13.42655881,0.352375,0.77%,0.76%
6/11/2018,195.850006,157.0773748,1503.31693,6.750000,3.57%,3.51%,,45.577854,49.9323659,18.96177393,-0.690285,-1.49%,-1.50%
6/18/2018,201.740005,157.0773748,1994.750536,5.889999,3.01%,2.96%,,44.631737,49.9323659,28.09666678,-0.946117,-2.08%,-2.10%
6/25/2018,194.320007,157.0773748,1387.013653,-7.419998,-3.68%,-3.75%,,44.677597,49.9323659,27.61259624,0.045860,0.10%,0.10%
7/2/2018,203.229996,157.0773748,2130.064443,8.909989,4.59%,4.48%,,45.367878,49.9323659,20.83454983,0.690281,1.55%,1.53%
7/9/2018,207.320007,157.0773748,2524.32209,4.090011,2.01%,1.99%,,46.178841,49.9323659,14.08894921,0.810963,1.79%,1.77%
7/16/2018,209.940002,157.0773748,2794.457354,2.619995,1.26%,1.26%,,46.205383,49.9323659,13.89040157,0.026542,0.06%,0.06%
7/23/2018,174.889999,157.0773748,317.2895807,-35.050003,-16.70%,-18.27%,,46.094357,49.9323659,14.73031235,-0.111026,-0.24%,-0.24%
7/30/2018,177.779999,157.0773748,428.5986486,2.890000,1.65%,1.64%,,50.199841,49.9323659,0.071542927,4.105484,8.91%,8.53%
8/6/2018,180.259995,157.0773748,537.4338791,2.479996,1.39%,1.39%,,50.088814,49.9323659,0.024476007,-0.111027,-0.22%,-0.22%
8/13/2018,173.800003,157.0773748,279.6462938,-6.459992,-3.58%,-3.65%,,52.698631,49.9323659,7.652222578,2.609817,5.21%,5.08%
8/20/2018,174.649994,157.0773748,308.7969454,0.849991,0.49%,0.49%,,52.354706,49.9323659,5.867731538,-0.343925,-0.65%,-0.65%
8/27/2018,175.729996,157.0773748,347.9202775,1.080002,0.62%,0.62%,,55.132774,49.9323659,27.04424436,2.778068,5.31%,5.17%
9/3/2018,163.039993,157.0773748,35.55281575,-12.690003,-7.22%,-7.50%,,53.599628,49.9323659,13.44881128,-1.533146,-2.78%,-2.82%
9/10/2018,162.320007,157.0773748,27.48519234,-0.719986,-0.44%,-0.44%,,54.214817,49.9323659,18.33938739,0.615189,1.15%,1.14%
9/17/2018,162.929993,157.0773748,34.25313974,0.609986,0.38%,0.38%,,52.71801,49.9323659,7.759813027,-1.496807,-2.76%,-2.80%
9/24/2018,164.460007,157.0773748,54.50325814,1.530014,0.94%,0.93%,,54.675011,49.9323659,22.4926825,1.957001,3.71%,3.64%
10/1/2018,157.330002,157.0773748,0.0638205,-7.130005,-4.34%,-4.43%,,54.323814,49.9323659,19.28481638,-0.351197,-0.64%,-0.64%
10/8/2018,153.740005,157.0773748,11.13803721,-3.589997,-2.28%,-2.31%,,53.795818,49.9323659,14.92626209,-0.527996,-0.97%,-0.98%
10/15/2018,154.050003,157.0773748,9.164980041,0.309998,0.20%,0.20%,,53.117638,49.9323659,10.14595832,-0.678180,-1.26%,-1.27%
10/22/2018,145.369995,157.0773748,137.0627419,-8.680008,-5.63%,-5.80%,,52.388607,49.9323659,6.033120319,-0.729031,-1.37%,-1.38%
10/29/2018,150.350006,157.0773748,45.25749103,4.980011,3.43%,3.37%,,50.25238,49.9323659,0.102409021,-2.136227,-4.08%,-4.16%
11/5/2018,144.960007,157.0773748,146.8306025,-5.389999,-3.58%,-3.65%,,49.523346,49.9323659,0.167297282,-0.729034,-1.45%,-1.46%
11/12/2018,139.529999,157.0773748,307.9103976,-5.430008,-3.75%,-3.82%,,47.037186,49.9323659,8.38206668,-2.486160,-5.02%,-5.15%
11/19/2018,131.729996,157.0773748,642.4896122,-7.800003,-5.59%,-5.75%,,41.87484,49.9323659,64.9237237,-5.162346,-10.98%,-11.63%
11/26/2018,140.610001,157.0773748,271.1744,8.880005,6.74%,6.52%,,43.40361,49.9323659,42.62465366,1.528770,3.65%,3.59%
12/3/2018,137.419998,157.0773748,386.4124628,-3.190003,-2.27%,-2.29%,,40.951248,49.9323659,80.66047882,-2.452362,-5.65%,-5.82%
12/10/2018,144.059998,157.0773748,169.4520989,6.640000,4.83%,4.72%,,40.219673,49.9323659,94.33640346,-0.731575,-1.79%,-1.80%
12/17/2018,124.949997,157.0773748,1032.168405,-19.110001,-13.27%,-14.23%,,36.634705,49.9323659,176.8277855,-3.584968,-8.91%,-9.34%
12/24/2018,133.199997,157.0773748,570.1291708,8.250000,6.60%,6.39%,,37.971478,49.9323659,143.0628395,1.336773,3.65%,3.58%
12/31/2018,137.949997,157.0773748,365.8565817,4.750000,3.57%,3.50%,,36.03437,49.9323659,193.1542902,-1.937108,-5.10%,-5.24%
1/7/2019,143.800003,157.0773748,176.288602,5.850006,4.24%,4.15%,,37.013863,49.9323659,166.8877173,0.979493,2.72%,2.68%
1/14/2019,150.039993,157.0773748,49.52474266,6.239990,4.34%,4.25%,,38.114872,49.9323659,139.6531622,1.101009,2.97%,2.93%
1/21/2019,149.009995,157.0773748,65.08261691,-1.029998,-0.69%,-0.69%,,38.34333,49.9323659,134.3057532,0.228458,0.60%,0.60%
1/28/2019,165.710007,157.0773748,74.52233863,16.700012,11.21%,10.62%,,40.47245,49.9323659,89.49000892,2.129120,5.55%,5.40%
2/4/2019,167.330002,157.0773748,105.1163644,1.619995,0.98%,0.97%,,41.4179,49.9323659,72.49612964,0.945450,2.34%,2.31%
2/11/2019,162.5,157.0773748,29.40486401,-4.830002,-2.89%,-2.93%,,41.597973,49.9323659,69.46210509,0.180073,0.43%,0.43%
2/18/2019,161.889999,157.0773748,23.16135165,-0.610001,-0.38%,-0.38%,,42.220417,49.9323659,59.47415591,0.622444,1.50%,1.49%
2/25/2019,162.279999,157.0773748,27.06729852,0.390000,0.24%,0.24%,,42.708599,49.9323659,52.18280829,0.488182,1.16%,1.15%
3/4/2019,169.600006,157.0773748,156.8162921,7.320007,4.51%,4.41%,,42.205765,49.9323659,59.70036154,-0.502834,-1.18%,-1.18%
3/11/2019,165.979996,157.0773748,79.25666415,-3.620010,-2.13%,-2.16%,,45.430202,49.9323659,20.26947982,3.224437,7.64%,7.36%
3/18/2019,164.339996,157.0773748,52.74566663,-1.640000,-0.99%,-0.99%,,46.633575,49.9323659,10.88202143,1.203373,2.65%,2.61%
3/25/2019,166.690002,157.0773748,92.4026016,2.350006,1.43%,1.42%,,46.365074,49.9323659,12.72557153,-0.268501,-0.58%,-0.58%
4/1/2019,175.720001,157.0773748,347.5475115,9.029999,5.42%,5.28%,,48.085915,49.9323659,3.409380943,1.720841,3.71%,3.64%
4/8/2019,179.100006,157.0773748,484.9962848,3.380005,1.92%,1.91%,,48.542358,49.9323659,1.932121975,0.456443,0.95%,0.94%
4/15/2019,178.279999,157.0773748,449.5512728,-0.820007,-0.46%,-0.46%,,49.760384,49.9323659,0.029577775,1.218026,2.51%,2.48%
4/22/2019,191.490005,157.0773748,1184.229117,13.210006,7.41%,7.15%,,49.867779,49.9323659,0.004171468,0.107395,0.22%,0.22%
4/29/2019,195.470001,157.0773748,1473.993746,3.979996,2.08%,2.06%,,51.686256,49.9323659,3.076130467,1.818477,3.65%,3.58%
5/6/2019,188.339996,157.0773748,977.351484,-7.130005,-3.65%,-3.72%,,48.12986,49.9323659,3.249027536,-3.556396,-6.88%,-7.13%
5/13/2019,185.300003,157.0773748,796.5167423,-3.039993,-1.61%,-1.63%,,46.310848,49.9323659,13.11539193,-1.819012,-3.78%,-3.85%
5/20/2019,181.059998,157.0773748,575.1662153,-4.240005,-2.29%,-2.31%,,43.853184,49.9323659,36.95645263,-2.457664,-5.31%,-5.45%
5/27/2019,177.470001,157.0773748,415.8592032,-3.589997,-1.98%,-2.00%,,42.897572,49.9323659,49.48832528,-0.955612,-2.18%,-2.20%
6/3/2019,173.350006,157.0773748,264.798526,-4.119995,-2.32%,-2.35%,,46.592632,49.9323659,11.15382255,3.695060,8.61%,8.26%
6/10/2019,181.330002,157.0773748,588.1899259,7.979996,4.60%,4.50%,,47.227264,49.9323659,7.317576314,0.634632,1.36%,1.35%
6/17/2019,191.139999,157.0773748,1160.262367,9.809997,5.41%,5.27%,,48.707249,49.9323659,1.50091143,1.479985,3.13%,3.09%
6/24/2019,193,157.0773748,1290.435001,1.860001,0.97%,0.97%,,48.496521,49.9323659,2.06165059,-0.210728,-0.43%,-0.43%
7/1/2019,196.399994,157.0773748,1546.26838,3.399994,1.76%,1.75%,,50.042667,49.9323659,0.012166332,1.546146,3.19%,3.14%
7/8/2019,204.869995,157.0773748,2284.134545,8.470001,4.31%,4.22%,,49.814785,49.9323659,0.013825269,-0.227882,-0.46%,-0.46%
7/15/2019,198.360001,157.0773748,1704.255226,-6.509994,-3.18%,-3.23%,,49.640816,49.9323659,0.085001347,-0.173969,-0.35%,-0.35%
7/22/2019,199.75,157.0773748,1820.952941,1.389999,0.70%,0.70%,,50.902725,49.9323659,0.941596774,1.261909,2.54%,2.51%
7/29/2019,189.020004,157.0773748,1020.33156,-10.729996,-5.37%,-5.52%,,49.991215,49.9323659,0.003463216,-0.911510,-1.79%,-1.81%
8/5/2019,187.850006,157.0773748,946.9548307,-1.169998,-0.62%,-0.62%,,49.248768,49.9323659,0.467306095,-0.742447,-1.49%,-1.50%
8/12/2019,183.699997,157.0773748,708.7640126,-4.150009,-2.21%,-2.23%,,50.791138,49.9323659,0.737489512,1.542370,3.13%,3.08%
8/19/2019,177.75,157.0773748,427.3574325,-5.949997,-3.24%,-3.29%,,49.841724,49.9323659,0.008215955,-0.949414,-1.87%,-1.89%
8/26/2019,185.669998,157.0773748,817.5381012,7.919998,4.46%,4.36%,,51.342091,49.9323659,1.987324845,1.500367,3.01%,2.97%
9/2/2019,187.490005,157.0773748,924.9280754,1.820007,0.98%,0.98%,,52.453838,49.9323659,6.357821528,1.111747,2.17%,2.14%
9/9/2019,187.190002,157.0773748,906.7703166,-0.300003,-0.16%,-0.16%,,53.804165,49.9323659,14.99082824,1.350327,2.57%,2.54%
9/16/2019,189.929993,157.0773748,1079.294522,2.739991,1.46%,1.45%,,53.553288,49.9323659,13.11107682,-0.250877,-0.47%,-0.47%
9/23/2019,177.100006,157.0773748,400.90576,-12.829987,-6.76%,-6.99%,,53.821392,49.9323659,15.12452397,0.268104,0.50%,0.50%
9/30/2019,180.449997,157.0773748,546.2794683,3.349991,1.89%,1.87%,,55.835812,49.9323659,34.8506758,2.014420,3.74%,3.67%
10/7/2019,184.190002,157.0773748,735.0945535,3.740005,2.07%,2.05%,,58.098667,49.9323659,66.68847358,2.262855,4.05%,3.97%
10/14/2019,185.850006,157.0773748,827.8643059,1.660004,0.90%,0.90%,,58.147865,49.9323659,67.49442539,0.049198,0.08%,0.08%
10/21/2019,187.889999,157.0773748,949.4178098,2.039993,1.10%,1.09%,,60.649292,49.9323659,114.8525049,2.501427,4.30%,4.21%
10/28/2019,193.619995,157.0773748,1335.363091,5.729996,3.05%,3.00%,,62.921982,49.9323659,168.7301263,2.272690,3.75%,3.68%
11/4/2019,190.839996,157.0773748,1139.91459,-2.779999,-1.44%,-1.45%,,63.984543,49.9323659,197.4636811,1.062561,1.69%,1.67%
11/11/2019,195.100006,157.0773748,1445.720483,4.260010,2.23%,2.21%,,65.563095,49.9323659,244.3196921,1.578552,2.47%,2.44%
11/18/2019,198.820007,157.0773748,1742.447343,3.720001,1.91%,1.89%,,64.581215,49.9323659,214.5887798,-0.981880,-1.50%,-1.51%
11/25/2019,201.639999,157.0773748,1985.827475,2.819992,1.42%,1.41%,,65.930664,49.9323659,255.945542,1.349449,2.09%,2.07%
12/2/2019,201.050003,157.0773748,1933.59203,-0.589996,-0.29%,-0.29%,,66.784256,49.9323659,283.9861998,0.853592,1.29%,1.29%
12/9/2019,194.110001,157.0773748,1371.415403,-6.940002,-3.45%,-3.51%,,67.879601,49.9323659,322.1032476,1.095345,1.64%,1.63%
12/16/2019,206.300003,157.0773748,2422.867126,12.190002,6.28%,6.09%,,68.93795,49.9323659,361.2122268,1.058349,1.56%,1.55%
12/23/2019,208.100006,157.0773748,2603.308894,1.800003,0.87%,0.87%,,71.493759,49.9323659,464.8936722,2.555809,3.71%,3.64%
12/30/2019,208.669998,157.0773748,2661.798768,0.569992,0.27%,0.27%,,73.376083,49.9323659,549.6078713,1.882324,2.63%,2.60%
1/6/2020,218.059998,157.0773748,3718.880332,9.390000,4.50%,4.40%,,76.558517,49.9323659,708.9519222,3.182434,4.34%,4.25%
1/13/2020,222.139999,157.0773748,4233.145067,4.080001,1.87%,1.85%,,78.630814,49.9323659,823.6009231,2.072297,2.71%,2.67%
1/20/2020,217.940002,157.0773748,3704.259389,-4.199997,-1.89%,-1.91%,,78.527199,49.9323659,817.6644798,-0.103615,-0.13%,-0.13%
1/27/2020,201.910004,157.0773748,2009.964641,-16.029998,-7.36%,-7.64%,,76.356224,49.9323659,698.2202766,-2.170975,-2.76%,-2.80%
2/3/2020,212.330002,157.0773748,3052.852812,10.419998,5.16%,5.03%,,78.95153,49.9323659,842.1118848,2.595306,3.40%,3.34%
2/10/2020,214.179993,157.0773748,3260.709005,1.849991,0.87%,0.87%,,80.355545,49.9323659,925.5698263,1.404015,1.78%,1.76%
2/17/2020,210.179993,157.0773748,2819.888059,-4.000000,-1.87%,-1.89%,,77.412834,49.9323659,755.1761267,-2.942711,-3.66%,-3.73%
2/24/2020,192.470001,157.0773748,1252.637989,-17.709992,-8.43%,-8.80%,,67.598061,49.9323659,312.0767832,-9.814773,-12.68%,-13.56%
3/2/2020,181.089996,157.0773748,576.6059767,-11.380005,-5.91%,-6.09%,,71.473038,49.9323659,464.0005543,3.874977,5.73%,5.57%
3/9/2020,170.279999,157.0773748,174.3092857,-10.809997,-5.97%,-6.15%,,68.738045,49.9323659,353.6535662,-2.734993,-3.83%,-3.90%
3/16/2020,149.729996,157.0773748,53.98397529,-20.550003,-12.07%,-12.86%,,56.687817,49.9323659,45.6361195,-12.050228,-17.53%,-19.27%
3/23/2020,156.789993,157.0773748,0.082588301,7.059997,4.72%,4.61%,,61.2626,49.9323659,128.3742047,4.574783,8.07%,7.76%
3/30/2020,154.179993,157.0773748,8.39482132,-2.610000,-1.66%,-1.68%,,59.697277,49.9323659,95.3534887,-1.565323,-2.56%,-2.59%
4/6/2020,175.190002,157.0773748,328.0672639,21.010009,13.63%,12.78%,,66.270126,49.9323659,266.9224049,6.572849,11.01%,10.45%
4/13/2020,179.240005,157.0773748,491.1821772,4.050003,2.31%,2.29%,,69.932442,49.9323659,400.0030438,3.662316,5.53%,5.38%
4/20/2020,190.070007,157.0773748,1088.513779,10.830002,6.04%,5.87%,,69.974472,49.9323659,401.6860167,0.042030,0.06%,0.06%
4/27/2020,202.270004,157.0773748,2042.373734,12.199997,6.42%,6.22%,,71.482933,49.9323659,464.4269421,1.508461,2.16%,2.13%
5/4/2020,212.350006,157.0773748,3055.063759,10.080002,4.98%,4.86%,,76.690758,49.9323659,716.0115475,5.207825,7.29%,7.03%
5/11/2020,210.880005,157.0773748,2894.723016,-1.470001,-0.69%,-0.69%,,76.298309,49.9323659,695.1629553,-0.392449,-0.51%,-0.51%
5/18/2020,234.910004,157.0773748,6057.918168,24.029999,11.40%,10.79%,,79.070457,49.9323659,849.0283527,2.772148,3.63%,3.57%
5/25/2020,225.089996,157.0773748,4625.716642,-9.820008,-4.18%,-4.27%,,78.8349,49.9323659,835.3564771,-0.235557,-0.30%,-0.30%
6/1/2020,230.770004,157.0773748,5430.603598,5.680008,2.52%,2.49%,,82.197174,49.9323659,1041.017841,3.362274,4.26%,4.18%
6/8/2020,228.580002,157.0773748,5112.625696,-2.190002,-0.95%,-0.95%,,84.007233,49.9323659,1161.096568,1.810059,2.20%,2.18%
6/15/2020,238.789993,157.0773748,6676.951972,10.209991,4.47%,4.37%,,86.714905,49.9323659,1352.955182,2.707672,3.22%,3.17%
6/22/2020,216.080002,157.0773748,3481.310016,-22.709991,-9.51%,-9.99%,,87.684418,49.9323659,1425.217437,0.969513,1.12%,1.11%
6/29/2020,233.419998,157.0773748,5828.196116,17.339996,8.02%,7.72%,,90.282982,49.9323659,1628.172219,2.598564,2.96%,2.92%
7/6/2020,245.070007,157.0773748,7742.703321,11.650009,4.99%,4.87%,,95.135475,49.9323659,2043.321072,4.852493,5.37%,5.24%
7/13/2020,242.029999,157.0773748,7216.948358,-3.040008,-1.24%,-1.25%,,95.539635,49.9323659,2080.022994,0.404160,0.42%,0.42%
7/20/2020,230.710007,157.0773748,5421.764524,-11.319992,-4.68%,-4.79%,,91.857506,49.9323659,1757.717372,-3.682129,-3.85%,-3.93%
7/27/2020,253.669998,157.0773748,9330.134856,22.959991,9.95%,9.49%,,105.390907,49.9323659,3075.64978,13.533401,14.73%,13.74%
8/3/2020,268.440002,157.0773748,12401.63474,14.770004,5.82%,5.66%,,110.20372,49.9323659,3632.636125,4.812813,4.57%,4.47%
8/10/2020,261.23999,157.0773748,10849.8504,-7.200012,-2.68%,-2.72%,,114.173164,49.9323659,4126.88014,3.969444,3.60%,3.54%
8/17/2020,267.01001,157.0773748,12085.18428,5.770020,2.21%,2.18%,,123.575188,49.9323659,5423.265246,9.402024,8.23%,7.91%
8/24/2020,293.660004,157.0773748,18654.8146,26.649994,9.98%,9.51%,,124.009895,49.9323659,5487.480317,0.434707,0.35%,0.35%
8/31/2020,282.730011,157.0773748,15788.58498,-10.929993,-3.72%,-3.79%,,120.186981,49.9323659,4935.710942,-3.822914,-3.08%,-3.13%
9/7/2020,266.609985,157.0773748,11997.3927,-16.120026,-5.70%,-5.87%,,111.284241,49.9323659,3764.052578,-8.902740,-7.41%,-7.70%
9/14/2020,252.529999,157.0773748,9111.203466,-14.079986,-5.28%,-5.43%,,106.157211,49.9323659,3161.233206,-5.127030,-4.61%,-4.72%
9/21/2020,254.820007,157.0773748,9553.622149,2.290008,0.91%,0.90%,,111.562439,49.9323659,3798.26591,5.405228,5.09%,4.97%
9/28/2020,259.940002,157.0773748,10580.72007,5.119995,2.01%,1.99%,,112.297722,49.9323659,3889.437641,0.735283,0.66%,0.66%
10/5/2020,264.450012,157.0773748,11528.88322,4.510010,1.74%,1.72%,,116.222473,49.9323659,4394.378299,3.924751,3.49%,3.44%
10/12/2020,265.929993,157.0773748,11848.89249,1.479981,0.56%,0.56%,,118.259369,49.9323659,4668.579352,2.036896,1.75%,1.74%
10/19/2020,284.790009,157.0773748,16310.51693,18.860016,7.09%,6.85%,,114.304817,49.9323659,4143.81246,-3.954552,-3.34%,-3.40%
10/26/2020,263.109985,157.0773748,11242.91442,-21.680024,-7.61%,-7.92%,,108.164307,49.9323659,3390.958964,-6.140510,-5.37%,-5.52%
11/2/2020,293.410004,157.0773748,18586.58578,30.300019,11.52%,10.90%,,117.931496,49.9323659,4623.881694,9.767189,9.03%,8.65%
11/9/2020,276.950012,157.0773748,14369.44915,-16.459992,-5.61%,-5.77%,,118.702278,49.9323659,4729.30081,0.770782,0.65%,0.65%
11/16/2020,269.700012,157.0773748,12683.85841,-7.250000,-2.62%,-2.65%,,116.79126,49.9323659,4470.11172,-1.911018,-1.61%,-1.62%
11/23/2020,277.809998,157.0773748,14576.3663,8.109986,3.01%,2.96%,,116.044762,49.9323659,4370.848917,-0.746498,-0.64%,-0.64%
11/30/2020,279.700012,157.0773748,15036.31115,1.890014,0.68%,0.68%,,121.678307,49.9323659,5147.480064,5.633545,4.85%,4.74%
12/7/2020,273.549988,157.0773748,13565.86962,-6.150024,-2.20%,-2.22%,,121.837555,49.9323659,5170.356219,0.159248,0.13%,0.13%
12/14/2020,276.399994,157.0773748,14237.88745,2.850006,1.04%,1.04%,,126.06768,49.9323659,5796.586052,4.230125,3.47%,3.41%
12/21/2020,267.399994,157.0773748,12171.08031,-9.000000,-3.26%,-3.31%,,131.352829,49.9323659,6629.291811,5.285149,4.19%,4.11%
12/28/2020,273.160004,157.0773748,13475.1768,5.760010,2.15%,2.13%,,132.069473,49.9323659,6746.504362,0.716644,0.55%,0.54%
1/4/2021,267.570007,157.0773748,12208.62177,-5.589997,-2.05%,-2.07%,,131.432465,49.9323659,6642.266153,-0.637008,-0.48%,-0.48%
1/11/2021,251.360001,157.0773748,8889.213602,-16.210006,-6.06%,-6.25%,,126.545425,49.9323659,5869.560824,-4.887040,-3.72%,-3.79%
1/18/2021,274.5,157.0773748,13788.07291,23.139999,9.21%,8.81%,,138.419647,49.9323659,7829.998916,11.874222,9.38%,8.97%
1/25/2021,258.329987,157.0773748,10252.09148,-16.170013,-5.89%,-6.07%,,131.34288,49.9323659,6627.671805,-7.076767,-5.11%,-5.25%
2/1/2021,268.100006,157.0773748,12326.02464,9.770019,3.78%,3.71%,,136.120438,49.9323659,7428.383772,4.777558,3.64%,3.57%
2/8/2021,270.5,157.0773748,12864.69191,2.399994,0.90%,0.89%,,134.938263,49.9323659,7226.002541,-1.182175,-0.87%,-0.87%
2/15/2021,261.559998,157.0773748,10916.61855,-8.940002,-3.30%,-3.36%,,129.455826,49.9323659,6323.980706,-5.482437,-4.06%,-4.15%
